Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
360,Male,5 - Senior Officer,Y,0,No,No,0.50,No,N,Internal Services,Stay,5 - Senior Officer,Internal Services,100%,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,NA,N,0,20 to 29,24,Italy,Europe,Europe,4/1/2020,0,0.09875163
361,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,3 - Senior Manager,Internal Services,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,30 to 39,38,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.010859983
362,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,26,United States,Americas,Elsewhere,4/1/2015,5,0.57952819
363,Male,1 - Executive,N,0,No,No,0.50,No,Y,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,4,1 - Executive,N,3,40 to 49,45,France,Europe,Europe,4/1/2013,7,0.36689169
364,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,29,France,Europe,Europe,4/1/2018,2,0.765905925
365,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,4 - Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.332070487
366,Female,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Finance,Stay,5 - Senior Officer,Finance,100%,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.163858106
367,Female,5 - Senior Officer,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,29,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.628363605
368,Male,5 - Senior Officer,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,29,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.913750894
369,Female,5 - Senior Officer,N,0,No,No,0.50,Yes,Y,Sales & Marketing,FY20,LEFT,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,40 to 49,45,Russia,Europe,Europe,4/1/2011,9,0.379512105
370,Female,6 - Junior Officer,N,1,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,28,Switzerland,Switzerland,Switzerland,4/1/2019,1,0.307818605
371,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2019,1,0.608826437
372,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,3,40 to 49,43,France,Europe,Europe,4/1/2015,5,0.571123981
373,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.503904529
374,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,41,France,Europe,Europe,4/1/2014,6,0.933424819
375,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,28,Germany,Europe,Europe,4/1/2011,9,0.856847676
376,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.321859486
377,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Strategy,Stay,6 - Junior Officer,Strategy,100%,Full Time,Inconclusive,6 - Junior Officer & Strategy,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.192312815
378,Male,6 - Junior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,20,France,Europe,Europe,4/1/2020,0,0.610303556
379,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,20 to 29,29,Italy,Europe,Europe,4/1/2013,7,0.562056234
380,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.298162139
381,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Finance,Stay,6 - Junior Officer,Finance,100%,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.840680726
382,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,6 - Junior Officer,Internal Services,100%,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.871771976
383,Male,3 - Senior Manager,N,2,No,No,0.50,Yes,Y,Sales & Marketing,FY20,LEFT,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,4,20 to 29,28,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.994107639
384,Male,6 - Junior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,24,Italy,Europe,Europe,4/1/2020,0,0.468709563
385,Male,3 - Senior Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,2 - Director,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,40 to 49,44,France,Europe,Europe,4/1/2016,4,0.306545363
386,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,HR,Stay,6 - Junior Officer,HR,100%,Full Time,Inconclusive,6 - Junior Officer & HR,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,4/1/2017,3,0.132419066
387,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,40,Italy,Europe,Europe,4/1/2015,5,0.753889497
388,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,25,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.676704257
389,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,20,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.184955416
390,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,6 - Junior Officer,Internal Services,100%,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.565914705
391,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.351228548
392,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,2,40 to 49,41,France,Europe,Europe,4/1/2014,6,0.758282769
393,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.221635592
394,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.845904339
395,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,4/1/2017,3,0.969020189
396,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,28,France,Europe,Europe,4/1/2019,1,0.318767513
397,Male,4 - Manager,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,4 - Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,0,NA,N,0,30 to 39,32,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.848435717
398,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,34,France,Europe,Europe,4/1/2011,9,0.978604594
399,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Germany,Europe,Europe,4/1/2017,3,0.503173124
400,Female,6 - Junior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,22,Germany,Europe,Europe,4/1/2020,0,0.757707043
401,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,Germany,Europe,Europe,4/1/2018,2,0.447847965
402,Female,5 - Senior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,0,NA,N,0,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.791113172
403,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,4/1/2017,3,0.36735381
404,Male,1 - Executive,N,0,No,No,0.50,No,Y,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,2,1 - Executive,N,2,50 to 59,50,France,Europe,Europe,4/1/2016,4,0.231086142
405,Male,1 - Executive,N,0,No,No,0.50,No,Y,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,5,1 - Executive,N,3,40 to 49,47,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.064900203
406,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,France,Europe,Europe,4/1/2017,3,0.808881154
407,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,2 - Director,Internal Services,100%,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,60 to 69,61,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.870658021
408,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,5,5 - Senior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.287772789
409,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.130077629
410,Male,5 - Senior Officer,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,27,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.318469529
411,Female,4 - Manager,Y,0,No,No,0.50,No,N,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,40 to 49,40,Germany,Europe,Europe,4/1/2020,0,0.193410624
412,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,31,France,Europe,Europe,4/1/2013,7,0.949098549
413,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Internal Services,Stay,2 - Director,Internal Services,100%,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,5,2 - Director,N,3,40 to 49,46,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.625409165
414,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,30 to 39,31,Germany,Europe,Europe,4/1/2015,5,0.429688325
415,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,24,Italy,Europe,Europe,4/1/2019,1,0.441229145
416,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Strategy,Stay,3 - Senior Manager,Strategy,100%,Full Time,Inconclusive,3 - Senior Manager & Strategy,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.476934941
417,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.82690247
418,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,70%,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.788157021
419,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.992813312
420,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,50%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,33,Germany,Europe,Europe,4/1/2014,6,0.984199806
421,Male,2 - Director,N,3,Yes,Yes,0.50,No,Y,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,48,France,Europe,Europe,4/1/2015,5,0.992199597
422,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.337040145
423,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,4/1/2017,3,0.611755736
424,Female,6 - Junior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,22,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.139320402
425,Male,1 - Executive,N,0,No,No,0.50,No,Y,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,1,2 - Director,Y,2,40 to 49,42,Germany,Europe,Europe,4/1/2015,5,0.003609986
426,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Italy,Europe,Europe,4/1/2018,2,0.150272611
427,Male,1 - Executive,Y,0,No,No,0.50,No,N,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,0,NA,N,0,60 to 69,60,France,Europe,Europe,4/1/2020,0,0.504925891
428,Female,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Finance,FY20,LEFT,Finance,100%,Full Time,Inconclusive,5 - Senior Officer & Finance,Even,5 - Senior Officer,4,5 - Senior Officer,N,2,30 to 39,35,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.834121932
429,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,37,United Kingdom,Europe,Europe,4/1/2013,7,0.676979705
430,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,4/1/2016,4,0.070784744
431,Male,4 - Manager,N,4,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.452521981
432,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,4/1/2018,2,0.108646686
433,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,Stay,2 - Director,Operations,100%,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3,2 - Director,N,0,30 to 39,37,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.159995801
434,Female,4 - Manager,Y,0,No,No,0.50,No,N,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,0,NA,N,0,30 to 39,38,Germany,Europe,Europe,4/1/2020,0,0.716041463
435,Female,4 - Manager,N,1,Yes,Yes,0.50,No,Y,HR,Stay,3 - Senior Manager,HR,100%,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.440454622
436,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,4/1/2016,4,0.951949622
437,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,France,Europe,Europe,4/1/2015,5,0.380191367
438,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,Stay,2 - Director,Operations,100%,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,4,2 - Director,N,2,30 to 39,36,France,Europe,Europe,4/1/2011,9,0.93798909
439,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Internal Services,FY20,LEFT,Internal Services,100%,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,30,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.848089888
440,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Internal Services,Stay,3 - Senior Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,1,40 to 49,42,Italy,Europe,Europe,4/1/2016,4,0.027828864
441,Female,6 - Junior Officer,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,NA,N,0,20 to 29,28,France,Europe,Europe,4/1/2020,0,0.404932643
442,Female,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,2,40 to 49,42,Germany,Europe,Europe,4/1/2011,9,0.113122233
443,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,4/1/2018,2,0.353339822
444,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.397258639
445,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.992237438
446,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,2 - Director,Sales & Marketing,100%,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,41,Switzerland,Switzerland,Switzerland,4/1/2014,6,0.865138085
447,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.273760842
448,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.070784203
449,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.061201035
450,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.57684826
451,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,5 - Senior Officer,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2,5 - Senior Officer,N,0,20 to 29,25,France,Europe,Europe,4/1/2018,2,0.544046985
